0	87	107	5	0	47	15	421	0	0	0	0	0	12	0	3	17	26	2	50	19	47	11	118	0	5	0	4	22	7	0	5	35	79	3	0	38	47	47	11	2	41	0	10	0	0	6	0	32	25	12	11	0	0	0	28	52	10	8	92	26	6	25	46	0	0	0	3	29	8	275	1015	49	217	15	341	76	82	0	32	37	70	0	17	11	10	11	0	40	0	36	29	46	38	101	14	244	24	5	10	29	0	45	313	504	67	0	15	2	276	45	67	21	0	1	19	122	0	30	22	12	20	6	32	0	336	0	18	92	74	52	122	29	4	0	21	0	410	0	99	131	143	5	0	15	12	0	19	16	77	22	45	0	11	7	11	71	58	51	13	0	100	271	478	0	35	49	26	15	287	27	160	0	10	52	18	22	2	15	37	104	293	0	52
0	80	48	0	0	92	62	109	0	83	28	58	0	55	62	0	4	0	3	0	2	3	0	40	33	15	343	0	0	0	19	175	99	34	73	209	192	349	0	69	0	0	26	137	170	20	9	32	19	15	20	0	201	0	0	0	0	0	198	56	0	41	9	0	0	1	10	0	0	2	146	223	0	11	267	281	418	308	54	143	0	0	105	475	14	36	36	20	27	0	11	16	23	20	29	0	5	43	0	24	0	4	69	0	155	0	0	0	14	66	17	49	8	6	35	19	189	162	24	0	0	6	44	7	269	9	31	241	128	149	42	0	0	0	3	69	0	59	34	0	37	0	12	0	22	0	45	283	289	15	21	287	500	42	144	272	62	650	6	596	0	0	45	196	0	22	16	0	135	69	9	94	39	27	64	46	70	28	14	62	7	325	0	238
0	0	436	0	0	64	0	209	0	78	42	0	3	6	11	0	3	0	846	0	16	58	26	0	0	0	43	141	30	0	0	0	564	0	1	27	163	0	0	17	46	70	0	0	256	79	54	33	0	0	0	0	0	0	0	0	3	0	0	72	0	8	0	0	0	5	20	1	61	2	124	355	179	49	118	175	109	107	68	47	0	0	0	0	324	3	6	0	154	7	28	23	38	128	71	0	0	0	0	9	0	19	27	10	186	0	14	6	9	362	237	34	7	0	12	33	415	65	0	0	9	4	1	20	0	89	35	26	1447	33	28	5	0	0	8	0	6	67	0	19	19	0	0	4	13	0	0	65	242	0	23	162	46	23	0	22	26	1152	0	0	0	40	6	207	32	32	63	0	0	0	21	34	37	18	20	14	22	8	2	4	18	161	0	66
15	0	121	0	0	44	157	56	0	36	0	0	17	0	8	0	4	4	0	6	4	8	20	0	0	426	67	476	0	0	0	68	245	170	0	518	0	0	0	0	0	2	0	98	537	3	0	33	0	0	13	4	28	24	1	0	0	0	104	68	33	0	7	0	0	2	8	0	4	2	79	141	26	157	299	231	75	85	13	8	0	0	36	50	0	168	12	0	63	0	35	21	26	2	0	31	7	17	3	6	3	6	0	92	90	87	67	13	12	131	97	19	13	0	83	3	39	101	0	17	10	3	8	2	69	0	187	145	379	320	19	0	35	0	119	22	10	19	72	0	26	0	0	0	12	25	0	78	492	30	27	278	0	69	60	0	24	145	6	106	0	0	0	63	8	32	11	0	150	4	22	166	83	42	64	53	11	0	0	14	9	160	0	18
0	0	188	8	6	66	0	160	0	13	20	40	24	0	95	0	16	183	5	13	7	5	0	109	0	81	4	0	0	0	0	5	12	20	0	108	64	0	0	31	2	0	10	4	9	3	13	2	620	94	11	5	10	0	16	3	3	0	193	60	66	23	89	25	17	1	17	7	152	3	37	566	0	56	237	110	96	88	0	36	79	74	184	45	0	47	40	0	54	8	44	5	13	23	6	56	25	32	0	18	19	0	0	51	374	4	14	1	0	41	39	22	9	0	0	6	137	16	58	0	11	8	13	33	0	10	23	114	117	1428	15	0	8	19	0	8	0	250	0	3	17	13	0	0	27	0	28	64	692	41	14	70	89	52	28	105	170	384	0	590	29	17	0	26	19	150	32	15	72	7	37	39	19	31	28	45	20	23	8	45	22	340	12	159
30	0	79	38	7	126	0	119	13	0	0	67	47	66	10	0	5	0	0	0	3	82	35	64	0	2	0	3	14	0	98	3	125	0	30	67	0	0	0	0	18	10	0	7	28	10	0	9	18	26	0	0	0	0	0	13	2	0	14	15	0	28	33	11	0	15	0	4	15	0	367	480	82	23	504	163	124	219	14	84	0	9	177	4	64	0	6	0	0	4	22	0	0	0	0	31	154	12	18	9	0	0	37	0	410	0	0	10	10	18	205	91	10	70	0	3	282	108	35	7	13	4	0	69	249	50	69	81	40	439	20	0	52	4	87	137	31	116	29	98	12	0	7	11	58	47	13	21	34	25	35	0	150	381	45	104	161	0	0	344	84	0	0	31	28	66	57	0	58	16	33	60	33	48	47	49	26	22	5	33	8	268	15	24
24	0	57	6	0	0	61	15	0	8	0	8	0	6	19	0	0	7	0	27	2	0	0	0	6	10	43	52	0	10	66	27	73	58	17	108	0	92	48	51	14	16	0	0	241	7	32	10	14	17	2	8	6	0	1	0	8	10	397	518	30	14	38	7	0	3	0	0	12	0	101	247	0	41	170	54	30	78	8	0	0	70	0	56	92	0	25	0	55	4	26	0	3	20	11	22	150	0	7	4	4	0	0	282	95	20	85	6	13	65	43	24	12	11	11	2	39	38	13	7	5	0	4	34	239	98	21	112	55	677	10	0	10	0	112	28	0	26	2	87	0	0	24	7	0	0	16	133	452	3	12	42	21	147	25	0	75	50	0	0	0	0	0	5	18	8	5	0	0	17	29	43	0	38	58	13	8	5	0	12	0	59	0	24
0	0	269	2	0	16	0	10	0	0	0	26	1	8	5	0	0	0	0	18	9	90	17	27	0	96	0	0	17	27	461	13	14	86	0	990	0	0	0	27	0	0	23	33	0	11	47	0	133	0	26	4	0	35	0	1	3	6	190	486	61	15	236	346	16	16	0	0	124	167	57	112	15	0	24	38	18	61	8	98	1502	14	0	4	21	0	9	0	137	7	30	0	21	0	0	12	13	6	0	7	60	4	0	0	304	0	35	0	2	307	91	33	1	0	9	6	91	0	32	5	5	0	0	52	3	81	0	598	0	16	0	5	0	0	0	144	34	129	0	0	19	0	0	4	0	0	9	14	0	228	10	0	51	21	0	3	0	156	0	0	0	0	0	6	0	6	14	0	0	2	9	0	0	5	0	0	0	0	7	13	6	43	29	7
0	0	5	6	0	4	0	21	4	4	18	0	0	0	7	0	0	0	0	9	4	3	0	6	0	97	81	0	0	21	0	768	226	24	6	2328	0	214	0	114	0	65	0	415	35	31	25	58	32	0	16	5	69	27	5	0	18	22	320	94	50	17	469	350	20	30	10	6	44	292	22	40	17	5	0	4	35	25	0	118	0	135	10	0	111	5	0	0	70	36	61	12	8	51	9	0	11	0	8	0	4	2	0	70	333	0	0	20	30	91	9	8	0	0	30	0	0	0	0	2	4	0	6	3	0	0	0	21	0	0	0	0	0	0	0	0	2	11	14	0	0	8	0	0	4	0	0	0	0	1	0	0	74	20	0	52	0	2	0	0	2	0	0	0	0	1	0	0	0	0	34	22	0	5	7	12	0	0	0	0	22	29	0	42
0	0	58	0	0	101	0	31	0	32	0	0	0	0	0	0	11	0	0	0	2	0	0	0	144	25	0	0	0	8	0	53	439	0	2	729	47	111	0	121	42	8	14	40	145	0	62	0	185	60	58	0	9	0	3	23	0	0	1	0	83	0	0	15	47	6	5	0	1	8	146	173	21	0	150	90	224	74	0	0	0	347	37	0	267	0	5	6	15	5	0	21	14	0	0	482	15	54	4	0	0	0	26	0	0	0	0	0	12	139	107	27	10	0	7	4	75	47	8	0	16	3	3	39	530	42	40	60	102	214	20	0	39	0	31	15	0	18	5	0	41	32	0	0	8	0	2	36	224	0	18	9	0	52	71	128	75	424	0	11	8	10	0	12	0	7	0	9	12	0	33	82	20	0	20	67	18	0	0	6	5	85	0	46
0	0	68	0	0	16	77	15	0	62	0	0	0	0	3	0	0	0	471	0	0	0	0	0	0	0	284	61	0	0	0	0	0	148	15	252	348	19	63	0	0	0	0	0	133	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	16	0	0	13	3	0	30	11	2	116	0	0	0	0	348	106	16	0	30	0	0	53	0	62	0	15	0	0	5	0	13	0	2	0	0	33	10	0	0	0	0	0	0	163	124	110	0	13	81	0	15	0	9	2	0	10	24	5	8	0	0	0	9	0	26	105	0	50	265	11	0	48	5	0	0	0	39	0	0	2	0	0	0	9	0	55	543	0	3	0	59	37	58	26	0	59	811	0	0	9	0	0	4	0	0	6	0	0	17	93	0	0	53	63	65	129	19	4	5	8	92	0	27
0	10	795	109	4	176	0	613	22	34	0	10	115	112	0	10	0	13	0	4	31	31	12	257	0	17	0	6	11	10	0	0	37	30	0	0	12	47	0	8	2	24	0	6	288	36	6	1	50	32	30	28	4	0	0	4	33	11	23	6	0	9	60	7	110	19	0	0	68	5	327	390	0	50	39	55	1197	429	109	9	19	425	0	42	167	0	29	0	27	17	31	52	24	15	23	364	21	0	15	7	0	21	0	0	808	30	17	24	7	42	305	132	0	0	0	14	309	39	150	22	55	39	21	2	16	131	11	58	118	60	41	52	0	24	50	75	0	675	0	0	60	0	0	32	58	0	7	194	112	5	39	20	81	4	4	0	172	796	0	58	13	22	7	35	0	180	116	30	29	0	14	23	8	0	4	23	0	0	10	45	163	203	77	272
0	0	77	0	0	72	0	21	19	0	0	0	47	6	26	0	44	0	0	0	1	4	0	8	37	4	0	0	126	0	0	98	465	499	0	0	3100	0	350	0	16	10	12	259	0	0	126	43	0	4	5	0	1	0	0	0	0	0	0	0	0	0	3	11	0	0	3	0	7	0	103	325	0	0	407	132	90	0	0	1	2	0	0	0	2	527	18	20	17	0	24	0	14	0	0	0	253	0	0	3	0	24	23	0	90	268	332	127	65	5	1	0	0	5	22	0	239	0	0	0	0	0	0	0	0	41	727	397	621	0	0	0	53	0	0	0	0	0	13	0	22	0	0	0	0	157	75	241	11	0	0	167	0	336	327	0	147	0	0	0	0	0	15	14	132	21	10	0	0	0	44	0	225	258	0	0	0	0	0	0	6	118	0	0
